企业ID,行业名称,所在城市,城市等级,零售品类,企业信用评分,月均营收（万元）,月均成本（万元）,员工人数,是否通过贷款,利润(万元)
RETL-202512-014583,零售行业,保定,三线及以下,家电零售,805.0,283.0,229.8,19,拒绝,53.19999999999999
RETL-202512-867250,零售行业,沈阳,二线城市,家电零售,871.0,191.8,138.7,46,通过,53.10000000000002
RETL-202512-361242,零售行业,西安,新一线城市,生鲜零售,761.0,306.9,195.5,28,通过,111.39999999999998
RETL-202512-540673,零售行业,深圳,一线城市,综合商超,861.0,193.6,129.7,43,通过,63.900000000000006
RETL-202512-419275,零售行业,沈阳,二线城市,综合商超,823.0,242.6,185.3,40,通过,57.29999999999998
RETL-202512-672908,零售行业,上海,一线城市,生鲜零售,811.0,14.7,10.1,58,通过,4.6
RETL-202512-980877,零售行业,潍坊,三线及以下,美妆零售,870.0,297.7,205.3,55,通过,92.39999999999998
RETL-202512-491851,零售行业,常州,三线及以下,综合商超,792.0,176.4,137.1,59,通过,39.30000000000001
RETL-202512-164199,零售行业,北京,一线城市,家电零售,800.0,626.2,414.3,80,通过,211.90000000000003
RETL-202512-430410,零售行业,宁波,二线城市,生鲜零售,797.0,215.1,180.7,7,通过,34.400000000000006
RETL-202512-044183,零售行业,上海,一线城市,美妆零售,858.0,182.2,133.0,19,通过,49.19999999999999
RETL-202512-171072,零售行业,成都,新一线城市,家电零售,754.0,325.5,205.3,41,通过,120.19999999999999
RETL-202512-562996,零售行业,大连,二线城市,家电零售,828.0,338.2,247.6,20,通过,90.6
RETL-202512-494149,零售行业,西安,新一线城市,家电零售,852.0,388.0,262.1,32,拒绝,125.89999999999998
RETL-202512-519909,零售行业,西安,新一线城市,服饰零售,709.0,395.1,287.6,12,通过,107.5
RETL-202512-788461,零售行业,天津,新一线城市,家电零售,774.0,300.9,209.8,49,通过,91.09999999999997
RETL-202512-278050,零售行业,苏州,新一线城市,文具零售,708.0,237.9,156.2,52,通过,81.70000000000002
RETL-202512-751216,零售行业,唐山,三线及以下,家电零售,762.0,327.7,241.1,13,拒绝,86.6
RETL-202512-426111,零售行业,北京,一线城市,综合商超,828.0,310.7,195.4,16,通过,115.29999999999998
RETL-202512-299830,零售行业,潍坊,三线及以下,便利店,865.0,153.5,116.0,13,通过,37.5
RETL-202512-773154,零售行业,长沙,二线城市,文具零售,925.0,51.5,39.9,60,通过,11.600000000000001
RETL-202512-456803,零售行业,上海,一线城市,综合商超,826.0,330.7,229.5,43,通过,101.19999999999999
RETL-202512-266395,零售行业,重庆,新一线城市,文具零售,874.0,103.1,64.8,42,通过,38.3
RETL-202512-389938,零售行业,宁波,二线城市,服饰零售,836.0,296.8,199.3,8,通过,97.5
RETL-202512-891083,零售行业,邯郸,三线及以下,美妆零售,808.0,83.6,57.4,45,通过,26.199999999999996
RETL-202512-267819,零售行业,重庆,新一线城市,文具零售,894.0,281.8,192.7,50,拒绝,89.10000000000002
RETL-202512-572712,零售行业,唐山,三线及以下,综合商超,785.0,234.5,152.8,35,通过,81.69999999999999
RETL-202512-201789,零售行业,武汉,新一线城市,便利店,776.0,607.9,497.6,87,通过,110.29999999999995
RETL-202512-445431,零售行业,济南,二线城市,家电零售,849.0,263.1,201.2,14,通过,61.900000000000034
RETL-202512-784500,零售行业,常州,三线及以下,生鲜零售,931.0,282.6,210.7,24,通过,71.90000000000003
RETL-202512-155821,零售行业,保定,三线及以下,综合商超,909.0,140.3,102.5,5,通过,37.80000000000001
RETL-202512-841118,零售行业,厦门,二线城市,便利店,910.0,353.1,219.9,26,拒绝,133.20000000000002
RETL-202512-316335,零售行业,常州,三线及以下,家电零售,733.0,,,6,拒绝,
RETL-202512-907181,零售行业,西安,新一线城市,家电零售,861.0,335.2,278.3,35,通过,56.89999999999998
RETL-202512-337714,零售行业,西安,新一线城市,综合商超,716.0,201.4,146.4,47,通过,55.0
RETL-202512-351822,零售行业,泉州,三线及以下,美妆零售,713.0,92.4,55.9,50,通过,36.50000000000001
RETL-202512-278913,零售行业,唐山,三线及以下,生鲜零售,881.0,315.3,265.3,33,通过,50.0
RETL-202512-198794,零售行业,保定,三线及以下,便利店,801.0,363.0,291.3,54,拒绝,71.69999999999999
RETL-202512-882841,零售行业,南京,新一线城市,文具零售,920.0,307.1,235.5,10,通过,71.60000000000002
RETL-202512-790592,零售行业,阜阳,三线及以下,生鲜零售,833.0,194.3,147.8,26,通过,46.5
RETL-202512-006816,零售行业,沈阳,二线城市,综合商超,709.0,755.1,470.5,106,通过,284.6
RETL-202512-779711,零售行业,大连,二线城市,文具零售,807.0,154.6,96.6,45,通过,58.0
RETL-202512-209526,零售行业,保定,三线及以下,文具零售,729.0,456.8,315.1,55,通过,141.7
RETL-202512-499879,零售行业,广州,一线城市,文具零售,705.0,569.6,344.8,62,拒绝,224.8
RETL-202512-908768,零售行业,深圳,一线城市,文具零售,858.0,168.8,110.0,30,通过,58.80000000000001
RETL-202512-936295,零售行业,潍坊,三线及以下,便利店,857.0,278.9,169.4,15,拒绝,109.49999999999997
RETL-202512-567014,零售行业,沈阳,二线城市,美妆零售,730.0,234.4,158.6,32,通过,75.80000000000001
RETL-202512-169461,零售行业,天津,新一线城市,便利店,928.0,326.3,240.4,52,通过,85.9
RETL-202512-884046,零售行业,大连,二线城市,生鲜零售,886.0,44.3,32.6,10,通过,11.699999999999996
RETL-202512-963035,零售行业,南京,新一线城市,综合商超,760.0,194.8,138.0,30,通过,56.80000000000001
RETL-202512-269570,零售行业,青岛,二线城市,服饰零售,806.0,86.7,71.9,27,通过,14.799999999999997
RETL-202512-158795,零售行业,天津,新一线城市,服饰零售,901.0,501.2,332.4,72,通过,168.8
RETL-202512-615408,零售行业,青岛,二线城市,综合商超,893.0,283.3,214.8,17,拒绝,68.5
RETL-202512-090331,零售行业,杭州,新一线城市,美妆零售,795.0,83.2,59.0,51,通过,24.200000000000003
RETL-202512-913235,零售行业,厦门,二线城市,便利店,800.0,124.5,88.9,22,通过,35.599999999999994
RETL-202512-223487,零售行业,北京,一线城市,美妆零售,793.0,276.3,228.6,9,通过,47.70000000000002
RETL-202512-728587,零售行业,西安,新一线城市,综合商超,908.0,129.1,97.7,51,通过,31.39999999999999
RETL-202512-014230,零售行业,泉州,三线及以下,便利店,1100.0,556.8,376.8,76,通过,179.99999999999994
RETL-202512-314480,零售行业,泉州,三线及以下,便利店,874.0,83.0,55.2,25,通过,27.799999999999997
RETL-202512-852887,零售行业,阜阳,三线及以下,家电零售,877.0,476.1,312.5,50,通过,163.60000000000002
RETL-202512-049150,零售行业,哈尔滨,二线城市,家电零售,1050.0,350.3,281.0,29,拒绝,69.30000000000001
RETL-202512-660396,零售行业,济南,二线城市,美妆零售,895.0,30.1,21.6,52,通过,8.5
RETL-202512-432785,零售行业,唐山,三线及以下,美妆零售,743.0,359.8,241.6,37,拒绝,118.20000000000002
RETL-202512-259607,零售行业,南京,新一线城市,便利店,827.0,672.1,417.6,70,通过,254.5
RETL-202512-700808,零售行业,广州,一线城市,生鲜零售,786.0,322.9,206.6,12,通过,116.29999999999998
RETL-202512-592018,零售行业,苏州,新一线城市,家电零售,757.0,661.2,420.7,81,通过,240.50000000000006
RETL-202512-607514,零售行业,唐山,三线及以下,美妆零售,757.0,345.3,293.1,7,通过,52.19999999999999
RETL-202512-771425,零售行业,武汉,新一线城市,家电零售,853.0,905.9,648.0,93,通过,257.9
RETL-202512-418982,零售行业,厦门,二线城市,家电零售,710.0,961.4,617.7,93,通过,343.69999999999993
RETL-202512-718611,零售行业,阜阳,三线及以下,文具零售,909.0,0.0,0.0,43,通过,0.0
RETL-202512-485892,零售行业,青岛,二线城市,家电零售,890.0,449.5,342.5,44,通过,107.0
RETL-202512-524580,零售行业,北京,一线城市,家电零售,781.0,244.6,147.6,49,通过,97.0
RETL-202512-401397,零售行业,天津,新一线城市,便利店,741.0,128.7,80.3,60,通过,48.39999999999999
RETL-202512-376789,零售行业,哈尔滨,二线城市,生鲜零售,820.0,264.2,180.6,40,拒绝,83.6
RETL-202512-830176,零售行业,武汉,新一线城市,文具零售,824.0,150.8,117.4,23,通过,33.400000000000006
RETL-202512-153915,零售行业,宁波,二线城市,生鲜零售,837.0,319.9,202.5,36,通过,117.39999999999998
RETL-202512-646451,零售行业,保定,三线及以下,文具零售,1050.0,107.7,82.1,56,通过,25.60000000000001
RETL-202512-939589,零售行业,天津,新一线城市,美妆零售,720.0,961.7,788.4,62,通过,173.30000000000007
RETL-202512-589099,零售行业,盐城,三线及以下,美妆零售,780.0,57.1,45.1,49,拒绝,12.0
RETL-202512-485537,零售行业,厦门,二线城市,家电零售,730.0,668.1,457.9,104,通过,210.20000000000005
RETL-202512-241023,零售行业,保定,三线及以下,文具零售,759.0,305.9,198.8,44,通过,107.09999999999997
RETL-202512-368682,零售行业,广州,一线城市,便利店,937.0,197.4,164.2,33,通过,33.20000000000002
RETL-202512-432740,零售行业,南京,新一线城市,文具零售,833.0,77.9,47.0,7,通过,30.900000000000006
RETL-202512-367434,零售行业,深圳,一线城市,便利店,774.0,125.2,85.2,42,通过,40.0
RETL-202512-788544,零售行业,保定,三线及以下,文具零售,800.0,588.4,375.2,79,通过,213.2
RETL-202512-643852,零售行业,大连,二线城市,文具零售,888.0,46.7,28.5,32,拒绝,18.200000000000003
RETL-202512-825466,零售行业,保定,三线及以下,生鲜零售,847.0,683.3,488.6,107,通过,194.69999999999993
RETL-202512-672464,零售行业,邯郸,三线及以下,美妆零售,714.0,91.6,59.2,50,通过,32.39999999999999
RETL-202512-726997,零售行业,厦门,二线城市,文具零售,905.0,303.1,237.1,46,通过,66.00000000000003
RETL-202512-571327,零售行业,成都,新一线城市,家电零售,727.0,156.1,116.2,5,通过,39.89999999999999
RETL-202512-570494,零售行业,沈阳,二线城市,生鲜零售,761.0,174.4,139.4,49,通过,35.0
RETL-202512-045452,零售行业,西安,新一线城市,文具零售,850.0,134.0,94.1,19,通过,39.900000000000006
RETL-202512-083636,零售行业,重庆,新一线城市,便利店,939.0,257.4,199.0,21,通过,58.39999999999998
RETL-202512-851718,零售行业,沈阳,二线城市,便利店,926.0,139.5,102.7,33,通过,36.8
RETL-202512-189251,零售行业,阜阳,三线及以下,便利店,867.0,849.7,607.6,64,通过,242.10000000000002
RETL-202512-895968,零售行业,盐城,三线及以下,综合商超,763.0,161.9,134.9,28,通过,27.0
RETL-202512-199135,零售行业,沈阳,二线城市,服饰零售,756.0,266.8,194.8,11,拒绝,72.0
RETL-202512-263064,零售行业,武汉,新一线城市,综合商超,915.0,348.2,254.8,6,通过,93.39999999999998
RETL-202512-206880,零售行业,济南,二线城市,文具零售,742.0,952.5,658.1,106,通过,294.4
RETL-202512-172101,零售行业,深圳,一线城市,生鲜零售,748.0,37.9,24.0,47,通过,13.899999999999999
RETL-202512-077945,零售行业,苏州,新一线城市,生鲜零售,799.0,240.3,161.7,12,通过,78.60000000000002
RETL-202512-635142,零售行业,宁波,二线城市,综合商超,871.0,194.3,164.9,44,通过,29.400000000000006
RETL-202512-638353,零售行业,泉州,三线及以下,服饰零售,883.0,258.6,160.9,13,通过,97.70000000000002
RETL-202512-206719,零售行业,哈尔滨,二线城市,便利店,834.0,222.8,177.0,15,通过,45.80000000000001
RETL-202512-990405,零售行业,阜阳,三线及以下,服饰零售,816.0,145.0,106.8,42,通过,38.2
RETL-202512-512170,零售行业,深圳,一线城市,服饰零售,838.0,58.9,40.0,38,通过,18.9
RETL-202512-581637,零售行业,武汉,新一线城市,生鲜零售,737.0,280.5,177.7,36,通过,102.80000000000001
RETL-202512-595652,零售行业,北京,一线城市,生鲜零售,858.0,24.0,18.3,20,通过,5.699999999999999
RETL-202512-938051,零售行业,哈尔滨,二线城市,服饰零售,921.0,110.3,68.5,37,通过,41.8
RETL-202512-649110,零售行业,深圳,一线城市,生鲜零售,934.0,244.8,152.0,24,通过,92.80000000000001
RETL-202512-789390,零售行业,济南,二线城市,便利店,757.0,230.3,186.0,7,通过,44.30000000000001
RETL-202512-845086,零售行业,苏州,新一线城市,便利店,772.0,109.2,88.9,57,拒绝,20.299999999999997
RETL-202512-751488,零售行业,南京,新一线城市,便利店,779.0,318.4,219.7,57,通过,98.69999999999999
RETL-202512-110259,零售行业,阜阳,三线及以下,美妆零售,797.0,278.8,297.1,53,通过,-18.30000000000001
RETL-202512-533955,零售行业,北京,一线城市,文具零售,853.0,219.7,179.5,38,拒绝,40.19999999999999
RETL-202512-785329,零售行业,沈阳,二线城市,综合商超,753.0,616.3,475.4,92,通过,140.89999999999998
RETL-202512-020183,零售行业,保定,三线及以下,文具零售,877.0,339.5,228.4,5,通过,111.1
RETL-202512-544803,零售行业,上海,一线城市,生鲜零售,939.0,369.6,246.1,48,通过,123.50000000000003
RETL-202512-161651,零售行业,广州,一线城市,美妆零售,726.0,40.8,32.9,36,通过,7.899999999999999
RETL-202512-464753,零售行业,唐山,三线及以下,生鲜零售,922.0,380.0,234.1,26,通过,145.9
RETL-202512-770176,零售行业,潍坊,三线及以下,美妆零售,718.0,85.3,71.9,10,拒绝,13.399999999999991
RETL-202512-822753,零售行业,北京,一线城市,家电零售,796.0,390.1,253.3,22,通过,136.8
RETL-202512-199702,零售行业,邯郸,三线及以下,家电零售,809.0,232.7,154.3,13,通过,78.39999999999998
RETL-202512-817065,零售行业,阜阳,三线及以下,综合商超,926.0,28.7,17.7,22,通过,11.0
RETL-202512-706989,零售行业,潍坊,三线及以下,家电零售,846.0,364.4,303.7,18,通过,60.69999999999999
RETL-202512-978844,零售行业,天津,新一线城市,美妆零售,735.0,260.0,168.5,38,通过,91.5
RETL-202512-397426,零售行业,长沙,二线城市,美妆零售,795.0,554.5,429.8,94,拒绝,124.69999999999999
RETL-202512-009591,零售行业,潍坊,三线及以下,家电零售,770.0,349.9,229.8,47,通过,120.09999999999997
RETL-202512-286533,零售行业,天津,新一线城市,生鲜零售,869.0,356.3,280.2,14,通过,76.10000000000002
RETL-202512-860186,零售行业,长沙,二线城市,综合商超,750.0,376.7,302.6,47,通过,74.09999999999997
RETL-202512-547493,零售行业,泉州,三线及以下,综合商超,855.0,231.0,155.9,47,通过,75.1
RETL-202512-668194,零售行业,深圳,一线城市,综合商超,790.0,54.7,33.6,22,通过,21.1
RETL-202512-556252,零售行业,杭州,新一线城市,家电零售,902.0,,,7,通过,
RETL-202512-367581,零售行业,北京,一线城市,美妆零售,804.0,251.3,209.1,12,通过,42.20000000000002
RETL-202512-584393,零售行业,大连,二线城市,服饰零售,871.0,355.2,278.3,58,通过,76.89999999999998
RETL-202512-525556,零售行业,成都,新一线城市,综合商超,922.0,170.0,133.6,7,通过,36.400000000000006
RETL-202512-293998,零售行业,西安,新一线城市,家电零售,897.0,351.2,284.7,23,拒绝,66.5
RETL-202512-606363,零售行业,哈尔滨,二线城市,生鲜零售,858.0,28.1,20.6,23,拒绝,7.5
RETL-202512-777720,零售行业,沈阳,二线城市,美妆零售,716.0,145.5,97.9,36,拒绝,47.599999999999994
RETL-202512-433306,零售行业,哈尔滨,二线城市,综合商超,1100.0,118.7,78.1,10,通过,40.60000000000001
RETL-202512-122954,零售行业,泉州,三线及以下,美妆零售,819.0,384.8,288.5,42,通过,96.30000000000001
RETL-202512-302114,零售行业,阜阳,三线及以下,综合商超,721.0,280.4,222.8,53,通过,57.599999999999966
RETL-202512-868403,零售行业,广州,一线城市,生鲜零售,822.0,331.3,253.0,53,通过,78.30000000000001
RETL-202512-580065,零售行业,厦门,二线城市,文具零售,715.0,484.4,349.3,25,拒绝,135.09999999999997
RETL-202512-677229,零售行业,厦门,二线城市,综合商超,728.0,64.0,42.4,40,通过,21.6
RETL-202512-152083,零售行业,邯郸,三线及以下,便利店,828.0,282.4,205.0,42,拒绝,77.39999999999998
RETL-202512-395966,零售行业,厦门,二线城市,综合商超,745.0,986.5,818.1,63,通过,168.39999999999998
RETL-202512-650393,零售行业,宁波,二线城市,综合商超,932.0,844.8,669.7,88,拒绝,175.0999999999999
RETL-202512-382390,零售行业,深圳,一线城市,便利店,763.0,284.4,198.2,30,拒绝,86.19999999999999
RETL-202512-687435,零售行业,武汉,新一线城市,美妆零售,867.0,384.0,276.8,11,通过,107.19999999999999
RETL-202512-803888,零售行业,南京,新一线城市,便利店,905.0,815.4,521.8,71,通过,293.6
RETL-202512-575687,零售行业,广州,一线城市,文具零售,726.0,135.5,92.3,42,通过,43.2
RETL-202512-558940,零售行业,阜阳,三线及以下,便利店,823.0,206.8,128.8,19,通过,78.0
RETL-202512-994060,零售行业,厦门,二线城市,美妆零售,938.0,208.2,155.0,42,通过,53.19999999999999
RETL-202512-577113,零售行业,阜阳,三线及以下,美妆零售,1050.0,58.4,44.8,49,通过,13.600000000000001
RETL-202512-683632,零售行业,成都,新一线城市,文具零售,773.0,179.3,138.7,23,通过,40.60000000000002
RETL-202512-224318,零售行业,哈尔滨,二线城市,综合商超,761.0,133.6,92.9,46,通过,40.69999999999999
RETL-202512-015891,零售行业,杭州,新一线城市,文具零售,798.0,338.8,226.6,14,通过,112.20000000000002
RETL-202512-834247,零售行业,重庆,新一线城市,美妆零售,835.0,365.4,248.1,42,通过,117.29999999999998
RETL-202512-763953,零售行业,上海,一线城市,综合商超,716.0,107.3,86.9,29,通过,20.39999999999999
RETL-202512-097804,零售行业,南京,新一线城市,综合商超,928.0,57.5,48.4,39,通过,9.100000000000001
RETL-202512-086931,零售行业,济南,二线城市,服饰零售,741.0,362.9,230.8,38,通过,132.09999999999997
RETL-202512-418762,零售行业,泉州,三线及以下,家电零售,871.0,170.0,107.2,39,拒绝,62.8
RETL-202512-897641,零售行业,天津,新一线城市,美妆零售,721.0,847.5,666.7,81,通过,180.79999999999995
RETL-202512-820389,零售行业,武汉,新一线城市,服饰零售,853.0,372.6,230.3,7,通过,142.3
RETL-202512-253120,零售行业,深圳,一线城市,文具零售,824.0,179.4,108.8,5,通过,70.60000000000001
RETL-202512-287575,零售行业,沈阳,二线城市,生鲜零售,752.0,190.1,116.3,33,通过,73.8
RETL-202512-644102,零售行业,深圳,一线城市,家电零售,849.0,194.6,128.9,28,通过,65.69999999999999
RETL-202512-607236,零售行业,长沙,二线城市,服饰零售,750.0,256.2,206.8,32,拒绝,49.39999999999998
RETL-202512-729832,零售行业,北京,一线城市,便利店,707.0,39.7,29.1,33,拒绝,10.600000000000001
RETL-202512-205867,零售行业,阜阳,三线及以下,便利店,904.0,378.3,294.0,11,通过,84.30000000000001
RETL-202512-026236,零售行业,盐城,三线及以下,家电零售,942.0,245.9,201.5,11,通过,44.400000000000006
RETL-202512-009634,零售行业,武汉,新一线城市,文具零售,730.0,658.6,395.6,91,通过,263.0
RETL-202512-135092,零售行业,泉州,三线及以下,家电零售,810.0,73.8,56.2,38,通过,17.599999999999994
RETL-202512-459782,零售行业,唐山,三线及以下,文具零售,777.0,193.2,132.0,19,通过,61.19999999999999
RETL-202512-049147,零售行业,青岛,二线城市,便利店,814.0,224.5,160.7,23,通过,63.80000000000001
RETL-202512-731562,零售行业,厦门,二线城市,生鲜零售,838.0,76.8,50.4,13,拒绝,26.4
RETL-202512-579219,零售行业,深圳,一线城市,家电零售,798.0,85.1,52.0,41,通过,33.099999999999994
RETL-202512-456449,零售行业,成都,新一线城市,美妆零售,938.0,739.2,613.5,106,通过,125.70000000000005
RETL-202512-028811,零售行业,盐城,三线及以下,便利店,790.0,998.4,700.1,95,通过,298.29999999999995
RETL-202512-988952,零售行业,宁波,二线城市,便利店,891.0,138.0,109.3,22,通过,28.700000000000003
RETL-202512-835942,零售行业,长沙,二线城市,服饰零售,782.0,96.6,67.7,53,通过,28.89999999999999
RETL-202512-997762,零售行业,宁波,二线城市,家电零售,752.0,67.6,46.6,23,通过,20.999999999999993
RETL-202512-690792,零售行业,阜阳,三线及以下,家电零售,1050.0,184.0,121.1,33,通过,62.900000000000006
RETL-202512-921484,零售行业,苏州,新一线城市,家电零售,777.0,44.6,28.4,40,通过,16.200000000000003
RETL-202512-629748,零售行业,青岛,二线城市,综合商超,1050.0,182.2,142.5,7,通过,39.69999999999999
RETL-202512-594605,零售行业,上海,一线城市,美妆零售,703.0,200.5,146.3,55,拒绝,54.19999999999999
RETL-202512-099752,零售行业,广州,一线城市,便利店,895.0,16.4,11.7,56,通过,4.699999999999999
RETL-202512-505717,零售行业,上海,一线城市,美妆零售,796.0,170.7,122.0,56,拒绝,48.69999999999999
RETL-202512-388503,零售行业,潍坊,三线及以下,文具零售,765.0,129.0,81.2,52,通过,47.8
RETL-202512-777499,零售行业,杭州,新一线城市,便利店,749.0,165.3,113.4,23,通过,51.900000000000006
RETL-202512-008128,零售行业,潍坊,三线及以下,美妆零售,780.0,893.1,564.6,92,通过,328.5
RETL-202512-202461,零售行业,成都,新一线城市,综合商超,827.0,131.3,79.2,40,通过,52.10000000000001
RETL-202512-129764,零售行业,保定,三线及以下,美妆零售,760.0,13.8,8.4,16,通过,5.4
RETL-202512-786089,零售行业,大连,二线城市,服饰零售,915.0,252.5,199.0,36,通过,53.5
RETL-202512-823365,零售行业,青岛,二线城市,综合商超,703.0,105.1,70.9,43,通过,34.19999999999999
RETL-202512-172443,零售行业,广州,一线城市,家电零售,704.0,260.0,194.2,12,通过,65.80000000000001
RETL-202512-845316,零售行业,唐山,三线及以下,美妆零售,774.0,140.6,108.7,9,拒绝,31.89999999999999
RETL-202512-790643,零售行业,上海,一线城市,家电零售,758.0,295.1,213.3,10,通过,81.80000000000001
RETL-202512-759341,零售行业,上海,一线城市,便利店,706.0,262.5,181.4,6,通过,81.1
RETL-202512-698655,零售行业,青岛,二线城市,生鲜零售,761.0,11.8,7.1,11,通过,4.700000000000001
RETL-202512-799315,零售行业,邯郸,三线及以下,家电零售,899.0,145.7,113.6,44,通过,32.099999999999994
RETL-202512-048674,零售行业,青岛,二线城市,美妆零售,773.0,92.2,57.2,45,通过,35.0
RETL-202512-243677,零售行业,青岛,二线城市,家电零售,772.0,187.3,128.2,58,通过,59.10000000000002
RETL-202512-520504,零售行业,西安,新一线城市,美妆零售,917.0,94.6,76.3,9,通过,18.299999999999997
RETL-202512-120280,零售行业,长沙,二线城市,综合商超,869.0,502.6,337.2,105,通过,165.40000000000003
RETL-202512-697248,零售行业,阜阳,三线及以下,美妆零售,724.0,233.3,167.2,9,通过,66.10000000000002
RETL-202512-061024,零售行业,武汉,新一线城市,便利店,927.0,178.6,135.6,47,通过,43.0
RETL-202512-230667,零售行业,沈阳,二线城市,家电零售,811.0,378.9,299.2,55,通过,79.69999999999999
RETL-202512-274452,零售行业,青岛,二线城市,便利店,823.0,352.1,294.9,12,通过,57.200000000000045
RETL-202512-865330,零售行业,哈尔滨,二线城市,家电零售,752.0,384.3,261.3,5,通过,123.0
RETL-202512-423062,零售行业,南京,新一线城市,家电零售,938.0,820.4,563.9,109,通过,256.5
RETL-202512-029338,零售行业,阜阳,三线及以下,美妆零售,729.0,131.6,89.1,6,通过,42.5
RETL-202512-738560,零售行业,长沙,二线城市,家电零售,740.0,767.1,567.3,83,通过,199.80000000000007
RETL-202512-912396,零售行业,大连,二线城市,综合商超,873.0,138.5,104.0,28,通过,34.5
RETL-202512-509668,零售行业,沈阳,二线城市,生鲜零售,920.0,58.3,47.2,58,通过,11.099999999999994
RETL-202512-484060,零售行业,济南,二线城市,生鲜零售,933.0,398.1,306.2,40,通过,91.90000000000003
RETL-202512-382130,零售行业,泉州,三线及以下,生鲜零售,834.0,196.3,145.8,29,通过,50.5
RETL-202512-757809,零售行业,沈阳,二线城市,生鲜零售,889.0,329.9,233.6,5,通过,96.29999999999998
RETL-202512-830675,零售行业,大连,二线城市,家电零售,914.0,558.7,422.6,90,通过,136.10000000000002
RETL-202512-394666,零售行业,杭州,新一线城市,服饰零售,704.0,107.3,68.1,13,拒绝,39.2
RETL-202512-686856,零售行业,沈阳,二线城市,综合商超,753.0,160.2,116.2,43,通过,43.999999999999986
RETL-202512-927026,零售行业,广州,一线城市,便利店,896.0,264.1,180.0,59,拒绝,84.10000000000002
RETL-202512-898204,零售行业,天津,新一线城市,便利店,838.0,114.7,80.3,7,通过,34.400000000000006
RETL-202512-017134,零售行业,北京,一线城市,生鲜零售,702.0,375.9,280.9,38,通过,95.0
RETL-202512-569196,零售行业,大连,二线城市,美妆零售,877.0,211.5,171.7,8,通过,39.80000000000001
RETL-202512-381435,零售行业,阜阳,三线及以下,综合商超,716.0,,,43,通过,
RETL-202512-670438,零售行业,青岛,二线城市,家电零售,776.0,258.4,167.5,5,通过,90.89999999999998
RETL-202512-746955,零售行业,大连,二线城市,文具零售,802.0,122.3,100.3,50,通过,22.0
RETL-202512-665012,零售行业,保定,三线及以下,文具零售,813.0,141.0,102.7,45,通过,38.3
RETL-202512-208786,零售行业,深圳,一线城市,家电零售,921.0,418.6,274.3,55,通过,144.3
RETL-202512-834263,零售行业,重庆,新一线城市,家电零售,752.0,779.0,491.1,103,通过,287.9
RETL-202512-329753,零售行业,深圳,一线城市,文具零售,717.0,784.4,599.2,103,通过,185.19999999999993
RETL-202512-399336,零售行业,深圳,一线城市,服饰零售,796.0,296.9,250.7,6,通过,46.19999999999999
RETL-202512-075952,零售行业,宁波,二线城市,综合商超,767.0,318.1,234.0,16,通过,84.10000000000002
RETL-202512-066444,零售行业,沈阳,二线城市,文具零售,834.0,395.7,325.8,46,通过,69.89999999999998
RETL-202512-085949,零售行业,济南,二线城市,家电零售,842.0,97.8,79.7,28,通过,18.099999999999994
RETL-202512-120153,零售行业,济南,二线城市,生鲜零售,898.0,92.2,68.6,35,通过,23.60000000000001
RETL-202512-538964,零售行业,厦门,二线城市,生鲜零售,720.0,140.5,93.7,55,通过,46.8
RETL-202512-169106,零售行业,邯郸,三线及以下,生鲜零售,810.0,144.5,119.7,35,通过,24.799999999999997
RETL-202512-454825,零售行业,深圳,一线城市,便利店,745.0,240.3,189.8,30,拒绝,50.5
RETL-202512-753083,零售行业,广州,一线城市,家电零售,815.0,269.8,193.0,45,通过,76.80000000000001
RETL-202512-000986,零售行业,厦门,二线城市,美妆零售,938.0,343.6,206.3,13,通过,137.3
RETL-202512-423137,零售行业,厦门,二线城市,生鲜零售,777.0,213.0,176.5,23,拒绝,36.5
RETL-202512-449935,零售行业,宁波,二线城市,文具零售,787.0,144.4,98.9,30,通过,45.5
RETL-202512-745912,零售行业,大连,二线城市,生鲜零售,784.0,291.6,216.0,37,通过,75.60000000000002
RETL-202512-541011,零售行业,天津,新一线城市,生鲜零售,735.0,202.0,155.5,32,通过,46.5
RETL-202512-590650,零售行业,成都,新一线城市,综合商超,718.0,300.3,219.8,40,通过,80.5
RETL-202512-081089,零售行业,厦门,二线城市,家电零售,856.0,662.4,504.3,115,通过,158.09999999999997
RETL-202512-669533,零售行业,苏州,新一线城市,美妆零售,875.0,63.4,44.6,39,通过,18.799999999999997
RETL-202512-031582,零售行业,常州,三线及以下,家电零售,771.0,295.2,206.2,56,通过,89.0
RETL-202512-903766,零售行业,常州,三线及以下,家电零售,889.0,120.8,89.4,6,通过,31.39999999999999
RETL-202512-749261,零售行业,哈尔滨,二线城市,美妆零售,850.0,350.1,220.3,36,拒绝,129.8
RETL-202512-636902,零售行业,北京,一线城市,综合商超,872.0,117.8,88.5,41,通过,29.299999999999997
RETL-202512-363677,零售行业,厦门,二线城市,美妆零售,725.0,321.1,203.3,36,通过,117.80000000000001
RETL-202512-646662,零售行业,常州,三线及以下,家电零售,781.0,297.0,216.9,9,通过,80.1
RETL-202512-227653,零售行业,北京,一线城市,家电零售,744.0,653.7,530.1,100,通过,123.60000000000002
RETL-202512-549456,零售行业,宁波,二线城市,综合商超,807.0,271.5,182.6,35,通过,88.9
RETL-202512-800203,零售行业,西安,新一线城市,美妆零售,871.0,69.3,58.9,25,通过,10.399999999999999
