企业ID,行业名称,所在城市,城市等级,零售品类,企业信用评分,月均营收（万元）,月均成本（万元）,员工人数,是否通过贷款,利润(万元)
RETL-202512-249290,零售行业,宁波,二线城市,服饰零售,399.0,302.1,183.7,31,通过,118.40000000000003
RETL-202512-387116,零售行业,唐山,三线及以下,家电零售,379.0,73.7,60.1,23,通过,13.600000000000001
RETL-202512-459969,零售行业,常州,三线及以下,综合商超,397.0,116.4,75.0,50,通过,41.400000000000006
RETL-202512-743539,零售行业,青岛,二线城市,综合商超,348.0,631.6,421.6,79,通过,210.0
RETL-202512-203940,零售行业,南京,新一线城市,家电零售,326.0,221.8,177.5,27,通过,44.30000000000001
RETL-202512-881586,零售行业,泉州,三线及以下,服饰零售,338.0,564.3,338.7,68,通过,225.59999999999997
RETL-202512-497968,零售行业,常州,三线及以下,美妆零售,385.0,186.4,121.3,29,通过,65.10000000000001
RETL-202512-833277,零售行业,潍坊,三线及以下,服饰零售,368.0,428.2,259.2,49,通过,169.0
RETL-202512-053779,零售行业,青岛,二线城市,美妆零售,302.0,159.9,126.0,13,通过,33.900000000000006
RETL-202512-514737,零售行业,泉州,三线及以下,文具零售,390.0,270.4,191.8,23,拒绝,78.59999999999997
RETL-202512-856822,零售行业,大连,二线城市,文具零售,357.0,194.7,123.1,8,通过,71.6
RETL-202512-047189,零售行业,常州,三线及以下,家电零售,381.0,240.2,156.0,34,通过,84.19999999999999
RETL-202512-893821,零售行业,宁波,二线城市,便利店,386.0,207.6,174.8,9,通过,32.79999999999998
RETL-202512-357760,零售行业,厦门,二线城市,家电零售,307.0,682.2,526.6,69,通过,155.60000000000002
RETL-202512-948708,零售行业,邯郸,三线及以下,家电零售,305.0,982.0,611.5,65,通过,370.5
RETL-202512-964219,零售行业,大连,二线城市,便利店,301.0,833.9,572.3,73,通过,261.6
RETL-202512-302286,零售行业,唐山,三线及以下,服饰零售,301.0,34.1,28.0,18,通过,6.100000000000001
RETL-202512-097078,零售行业,常州,三线及以下,综合商超,388.0,93.9,78.9,32,通过,15.0
RETL-202512-612065,零售行业,保定,三线及以下,文具零售,367.0,640.1,390.1,98,通过,250.0
RETL-202512-355413,零售行业,北京,一线城市,便利店,372.0,359.9,270.8,43,通过,89.09999999999997
RETL-202512-035685,零售行业,哈尔滨,二线城市,家电零售,353.0,389.4,330.2,32,通过,59.19999999999999
RETL-202512-781300,零售行业,重庆,新一线城市,服饰零售,357.0,905.2,718.3,107,通过,186.9000000000001
RETL-202512-964984,零售行业,杭州,新一线城市,便利店,337.0,128.3,95.1,13,通过,33.20000000000002
RETL-202512-548216,零售行业,哈尔滨,二线城市,综合商超,344.0,912.3,567.6,87,通过,344.69999999999993
RETL-202512-819862,零售行业,潍坊,三线及以下,文具零售,348.0,64.1,52.0,12,通过,12.099999999999994
RETL-202512-619157,零售行业,厦门,二线城市,综合商超,384.0,117.1,93.5,5,通过,23.599999999999994
RETL-202512-573514,零售行业,邯郸,三线及以下,文具零售,330.0,166.3,117.4,24,通过,48.900000000000006
RETL-202512-046002,零售行业,北京,一线城市,便利店,395.0,26.1,19.0,36,通过,7.100000000000001
RETL-202512-537402,零售行业,保定,三线及以下,家电零售,385.0,251.0,189.4,57,通过,61.599999999999994
RETL-202512-644188,零售行业,保定,三线及以下,综合商超,392.0,227.8,149.1,6,通过,78.70000000000002
RETL-202512-631845,零售行业,常州,三线及以下,生鲜零售,358.0,111.3,76.4,58,通过,34.89999999999999
RETL-202512-760779,零售行业,沈阳,二线城市,综合商超,352.0,184.0,139.2,17,通过,44.80000000000001
RETL-202512-775425,零售行业,重庆,新一线城市,综合商超,390.0,247.8,209.6,20,通过,38.20000000000002
RETL-202512-256486,零售行业,南京,新一线城市,美妆零售,394.0,662.5,435.0,83,通过,227.5
RETL-202512-970298,零售行业,泉州,三线及以下,美妆零售,336.0,361.8,269.3,10,通过,92.5
RETL-202512-918814,零售行业,盐城,三线及以下,服饰零售,390.0,72.7,61.3,28,通过,11.400000000000006
RETL-202512-915296,零售行业,大连,二线城市,家电零售,308.0,542.6,438.6,67,通过,104.0
RETL-202512-157351,零售行业,苏州,新一线城市,服饰零售,352.0,169.4,125.7,56,通过,43.7
RETL-202512-335992,零售行业,南京,新一线城市,综合商超,340.0,226.3,174.5,52,通过,51.80000000000001
RETL-202512-289740,零售行业,唐山,三线及以下,家电零售,300.0,321.4,193.9,51,通过,127.49999999999997
RETL-202512-944549,零售行业,广州,一线城市,综合商超,364.0,86.2,60.0,43,通过,26.200000000000003
RETL-202512-595639,零售行业,潍坊,三线及以下,综合商超,358.0,509.9,347.6,101,通过,162.29999999999995
RETL-202512-377800,零售行业,青岛,二线城市,便利店,329.0,424.9,270.4,55,拒绝,154.5
RETL-202512-012843,零售行业,保定,三线及以下,综合商超,323.0,17.1,13.9,16,通过,3.200000000000001
RETL-202512-939627,零售行业,常州,三线及以下,文具零售,390.0,320.7,205.7,25,通过,115.0
RETL-202512-163103,零售行业,长沙,二线城市,家电零售,310.0,38.0,24.9,18,通过,13.100000000000001
RETL-202512-215694,零售行业,潍坊,三线及以下,文具零售,313.0,278.8,172.3,12,通过,106.5
RETL-202512-473776,零售行业,常州,三线及以下,生鲜零售,387.0,308.9,237.3,29,通过,71.59999999999997
RETL-202512-580616,零售行业,深圳,一线城市,家电零售,329.0,210.0,139.9,41,拒绝,70.1
RETL-202512-840545,零售行业,厦门,二线城市,美妆零售,334.0,211.8,164.7,26,通过,47.10000000000002
RETL-202512-643247,零售行业,长沙,二线城市,综合商超,351.0,329.1,202.5,58,通过,126.60000000000002
RETL-202512-492779,零售行业,常州,三线及以下,美妆零售,308.0,245.2,161.8,59,通过,83.39999999999998
RETL-202512-307218,零售行业,武汉,新一线城市,生鲜零售,390.0,135.9,92.1,45,通过,43.80000000000001
RETL-202512-540768,零售行业,青岛,二线城市,美妆零售,383.0,255.1,170.2,7,通过,84.9
RETL-202512-296417,零售行业,重庆,新一线城市,美妆零售,332.0,269.4,179.5,56,拒绝,89.89999999999998
RETL-202512-150611,零售行业,盐城,三线及以下,便利店,301.0,231.5,159.8,21,通过,71.69999999999999
RETL-202512-174276,零售行业,哈尔滨,二线城市,综合商超,357.0,458.7,320.7,41,通过,138.0
RETL-202512-122924,零售行业,青岛,二线城市,便利店,346.0,,,46,拒绝,
RETL-202512-691115,零售行业,厦门,二线城市,生鲜零售,394.0,386.9,244.8,33,通过,142.09999999999997
RETL-202512-384143,零售行业,阜阳,三线及以下,综合商超,396.0,219.3,145.3,18,通过,74.0
RETL-202512-983247,零售行业,天津,新一线城市,服饰零售,394.0,222.6,177.9,56,通过,44.69999999999999
RETL-202512-218749,零售行业,宁波,二线城市,生鲜零售,304.0,294.6,222.1,11,通过,72.50000000000003
RETL-202512-834527,零售行业,广州,一线城市,综合商超,351.0,38.0,24.4,31,通过,13.600000000000001
RETL-202512-325326,零售行业,苏州,新一线城市,便利店,311.0,268.9,208.9,45,通过,59.99999999999997
RETL-202512-692462,零售行业,保定,三线及以下,文具零售,311.0,99.0,68.4,40,通过,30.599999999999994
RETL-202512-524645,零售行业,大连,二线城市,综合商超,386.0,478.5,351.1,56,通过,127.39999999999998
RETL-202512-979046,零售行业,盐城,三线及以下,服饰零售,314.0,200.4,158.2,9,通过,42.20000000000002
RETL-202512-176841,零售行业,泉州,三线及以下,文具零售,361.0,123.2,86.5,32,拒绝,36.7
RETL-202512-664921,零售行业,西安,新一线城市,服饰零售,373.0,167.6,115.5,33,拒绝,52.099999999999994
RETL-202512-994881,零售行业,南京,新一线城市,综合商超,397.0,324.6,231.8,56,通过,92.80000000000001
RETL-202512-692402,零售行业,哈尔滨,二线城市,便利店,386.0,173.7,124.0,22,通过,49.69999999999999
RETL-202512-626828,零售行业,天津,新一线城市,家电零售,375.0,234.2,153.8,45,通过,80.39999999999998
RETL-202512-003184,零售行业,北京,一线城市,文具零售,339.0,57.4,34.8,27,通过,22.6
RETL-202512-979956,零售行业,广州,一线城市,便利店,331.0,134.1,93.3,47,通过,40.8
RETL-202512-173773,零售行业,哈尔滨,二线城市,文具零售,357.0,66.2,50.7,44,通过,15.5
RETL-202512-780966,零售行业,保定,三线及以下,生鲜零售,300.0,174.2,142.9,22,通过,31.299999999999983
RETL-202512-014814,零售行业,潍坊,三线及以下,综合商超,335.0,146.9,93.8,51,通过,53.10000000000001
RETL-202512-126801,零售行业,大连,二线城市,生鲜零售,377.0,98.8,69.0,31,通过,29.799999999999997
RETL-202512-077654,零售行业,哈尔滨,二线城市,文具零售,150.0,108.8,88.0,30,通过,20.799999999999997
RETL-202512-255547,零售行业,哈尔滨,二线城市,文具零售,308.0,207.7,157.9,46,通过,49.79999999999998
RETL-202512-689917,零售行业,深圳,一线城市,文具零售,331.0,102.8,68.7,30,通过,34.099999999999994
RETL-202512-389862,零售行业,盐城,三线及以下,家电零售,315.0,128.0,83.4,47,通过,44.599999999999994
RETL-202512-237829,零售行业,济南,二线城市,生鲜零售,354.0,383.1,248.2,30,通过,134.90000000000003
RETL-202512-704841,零售行业,青岛,二线城市,文具零售,325.0,334.8,213.0,33,通过,121.80000000000001
RETL-202512-501124,零售行业,苏州,新一线城市,文具零售,342.0,184.5,122.3,21,通过,62.2
RETL-202512-431144,零售行业,南京,新一线城市,综合商超,301.0,83.2,57.4,53,通过,25.800000000000004
RETL-202512-706457,零售行业,广州,一线城市,服饰零售,333.0,155.1,122.6,30,拒绝,32.5
RETL-202512-153417,零售行业,长沙,二线城市,综合商超,391.0,117.3,89.5,10,通过,27.799999999999997
RETL-202512-489012,零售行业,哈尔滨,二线城市,生鲜零售,332.0,49.0,34.8,43,通过,14.200000000000003
RETL-202512-161116,零售行业,大连,二线城市,美妆零售,355.0,384.8,322.6,59,拒绝,62.19999999999999
RETL-202512-474965,零售行业,唐山,三线及以下,生鲜零售,387.0,924.0,693.4,115,通过,230.60000000000002
RETL-202512-852432,零售行业,济南,二线城市,美妆零售,335.0,112.3,78.6,44,通过,33.7
RETL-202512-268616,零售行业,杭州,新一线城市,文具零售,399.0,575.2,467.5,114,通过,107.70000000000005
RETL-202512-524468,零售行业,宁波,二线城市,文具零售,395.0,149.7,92.2,32,通过,57.499999999999986
RETL-202512-951880,零售行业,阜阳,三线及以下,服饰零售,392.0,469.1,378.9,42,通过,90.20000000000005
RETL-202512-487689,零售行业,阜阳,三线及以下,家电零售,368.0,223.3,167.5,19,通过,55.80000000000001
RETL-202512-178083,零售行业,苏州,新一线城市,便利店,301.0,122.4,134.4,46,通过,-12.0
RETL-202512-491194,零售行业,哈尔滨,二线城市,生鲜零售,372.0,182.2,147.3,25,通过,34.89999999999998
RETL-202512-664855,零售行业,重庆,新一线城市,生鲜零售,325.0,213.2,176.1,40,通过,37.099999999999994
RETL-202512-524641,零售行业,阜阳,三线及以下,综合商超,351.0,149.9,98.4,17,通过,51.5
RETL-202512-818273,零售行业,常州,三线及以下,生鲜零售,384.0,208.6,173.6,24,通过,35.0
RETL-202512-988802,零售行业,北京,一线城市,服饰零售,350.0,165.6,134.1,55,通过,31.5
RETL-202512-628669,零售行业,阜阳,三线及以下,服饰零售,378.0,755.1,627.0,98,拒绝,128.10000000000002
RETL-202512-585988,零售行业,盐城,三线及以下,美妆零售,346.0,177.1,123.5,25,通过,53.599999999999994
RETL-202512-750206,零售行业,北京,一线城市,生鲜零售,366.0,281.8,203.6,56,拒绝,78.20000000000002
RETL-202512-969058,零售行业,阜阳,三线及以下,生鲜零售,306.0,48.9,38.1,35,拒绝,10.799999999999997
RETL-202512-337163,零售行业,泉州,三线及以下,文具零售,392.0,269.7,197.0,59,拒绝,72.69999999999999
RETL-202512-999750,零售行业,唐山,三线及以下,便利店,300.0,267.2,187.2,53,拒绝,80.0
RETL-202512-832371,零售行业,西安,新一线城市,家电零售,363.0,334.9,222.6,8,拒绝,112.29999999999998
RETL-202512-221473,零售行业,成都,新一线城市,文具零售,180.0,115.3,74.3,37,通过,41.0
RETL-202512-652929,零售行业,南京,新一线城市,生鲜零售,337.0,335.2,278.1,45,通过,57.099999999999966
RETL-202512-834527,零售行业,广州,一线城市,综合商超,351.0,38.0,24.4,31,通过,13.600000000000001
RETL-202512-890604,零售行业,北京,一线城市,文具零售,331.0,276.9,213.7,44,通过,63.19999999999999
RETL-202512-440574,零售行业,宁波,二线城市,服饰零售,392.0,335.8,276.8,59,通过,59.0
RETL-202512-173289,零售行业,北京,一线城市,便利店,391.0,120.3,84.7,25,通过,35.599999999999994
RETL-202512-723623,零售行业,厦门,二线城市,生鲜零售,370.0,847.0,657.2,101,通过,189.79999999999995
RETL-202512-206805,零售行业,广州,一线城市,生鲜零售,398.0,175.3,147.1,50,通过,28.200000000000017
RETL-202512-445690,零售行业,厦门,二线城市,美妆零售,342.0,328.9,253.1,17,通过,75.79999999999998
RETL-202512-209672,零售行业,沈阳,二线城市,美妆零售,180.0,525.5,403.2,104,通过,122.30000000000001
RETL-202512-589727,零售行业,长沙,二线城市,生鲜零售,365.0,65.2,45.6,38,通过,19.6
RETL-202512-112471,零售行业,盐城,三线及以下,家电零售,363.0,212.2,164.1,15,拒绝,48.099999999999994
RETL-202512-929547,零售行业,保定,三线及以下,文具零售,387.0,605.4,369.1,76,通过,236.29999999999995
RETL-202512-823507,零售行业,唐山,三线及以下,生鲜零售,302.0,340.9,262.8,50,通过,78.09999999999997
RETL-202512-464733,零售行业,唐山,三线及以下,美妆零售,315.0,336.5,267.8,21,通过,68.69999999999999
RETL-202512-541650,零售行业,邯郸,三线及以下,便利店,356.0,235.1,143.5,21,拒绝,91.6
RETL-202512-036382,零售行业,大连,二线城市,文具零售,353.0,338.9,205.3,51,通过,133.59999999999997
RETL-202512-981402,零售行业,上海,一线城市,美妆零售,303.0,156.3,117.7,53,通过,38.60000000000001
RETL-202512-178380,零售行业,杭州,新一线城市,生鲜零售,389.0,102.4,82.2,50,通过,20.200000000000003
RETL-202512-142076,零售行业,沈阳,二线城市,家电零售,395.0,12.3,7.5,14,通过,4.800000000000001
RETL-202512-706625,零售行业,潍坊,三线及以下,美妆零售,336.0,222.7,165.1,41,拒绝,57.599999999999994
RETL-202512-613281,零售行业,北京,一线城市,家电零售,376.0,161.1,131.5,34,通过,29.599999999999994
RETL-202512-074585,零售行业,阜阳,三线及以下,便利店,301.0,77.6,54.6,18,通过,22.999999999999993
RETL-202512-248828,零售行业,长沙,二线城市,综合商超,361.0,552.4,340.1,64,通过,212.29999999999995
RETL-202512-585969,零售行业,上海,一线城市,综合商超,334.0,223.3,151.5,6,通过,71.80000000000001
RETL-202512-681721,零售行业,西安,新一线城市,生鲜零售,315.0,337.2,248.1,28,拒绝,89.1
RETL-202512-685800,零售行业,广州,一线城市,美妆零售,384.0,124.4,81.4,33,通过,43.0
RETL-202512-615996,零售行业,盐城,三线及以下,服饰零售,150.0,382.4,291.5,15,通过,90.89999999999998
RETL-202512-391563,零售行业,广州,一线城市,家电零售,150.0,95.6,74.2,8,通过,21.39999999999999
RETL-202512-340301,零售行业,泉州,三线及以下,文具零售,331.0,286.9,192.8,54,通过,94.09999999999997
RETL-202512-307613,零售行业,青岛,二线城市,家电零售,353.0,88.7,58.8,6,通过,29.900000000000006
RETL-202512-203900,零售行业,苏州,新一线城市,综合商超,397.0,171.0,132.2,23,通过,38.80000000000001
RETL-202512-658960,零售行业,杭州,新一线城市,生鲜零售,388.0,271.5,185.7,49,通过,85.80000000000001
RETL-202512-463364,零售行业,青岛,二线城市,服饰零售,358.0,856.9,596.9,62,通过,260.0
RETL-202512-358405,零售行业,唐山,三线及以下,生鲜零售,373.0,203.1,127.8,32,通过,75.3
RETL-202512-419902,零售行业,上海,一线城市,便利店,325.0,117.8,71.0,19,通过,46.8
RETL-202512-262987,零售行业,广州,一线城市,美妆零售,347.0,19.6,14.5,25,通过,5.100000000000001
RETL-202512-427134,零售行业,苏州,新一线城市,综合商超,365.0,307.8,195.9,26,通过,111.9
RETL-202512-373430,零售行业,盐城,三线及以下,文具零售,323.0,380.8,260.3,19,通过,120.5
RETL-202512-169723,零售行业,邯郸,三线及以下,便利店,373.0,354.3,268.0,37,拒绝,86.30000000000001
RETL-202512-032040,零售行业,哈尔滨,二线城市,生鲜零售,302.0,258.1,188.3,9,通过,69.80000000000001
RETL-202512-073486,零售行业,大连,二线城市,文具零售,303.0,237.4,147.6,28,拒绝,89.80000000000001
RETL-202512-475062,零售行业,宁波,二线城市,美妆零售,323.0,333.5,205.9,44,通过,127.6
RETL-202512-109682,零售行业,深圳,一线城市,文具零售,326.0,465.1,324.2,41,通过,140.90000000000003
RETL-202512-782244,零售行业,上海,一线城市,生鲜零售,376.0,34.5,26.1,6,通过,8.399999999999999
RETL-202512-903489,零售行业,重庆,新一线城市,家电零售,312.0,286.8,229.5,13,通过,57.30000000000001
RETL-202512-319177,零售行业,长沙,二线城市,家电零售,319.0,339.0,250.0,28,通过,89.0
RETL-202512-653428,零售行业,深圳,一线城市,便利店,328.0,75.0,57.0,25,通过,18.0
RETL-202512-115211,零售行业,邯郸,三线及以下,综合商超,328.0,296.5,218.1,14,通过,78.4
RETL-202512-170287,零售行业,邯郸,三线及以下,文具零售,372.0,248.4,207.3,14,通过,41.099999999999994
RETL-202512-321372,零售行业,唐山,三线及以下,综合商超,364.0,263.2,165.6,36,通过,97.6
RETL-202512-188005,零售行业,保定,三线及以下,便利店,322.0,305.1,203.5,48,通过,101.60000000000002
RETL-202512-387825,零售行业,重庆,新一线城市,美妆零售,150.0,99.5,75.8,13,拒绝,23.700000000000003
RETL-202512-721296,零售行业,盐城,三线及以下,文具零售,325.0,88.8,63.4,50,通过,25.4
RETL-202512-378093,零售行业,武汉,新一线城市,服饰零售,150.0,954.4,674.5,66,拒绝,279.9
RETL-202512-468146,零售行业,宁波,二线城市,美妆零售,361.0,91.5,77.3,5,通过,14.200000000000003
RETL-202512-657582,零售行业,上海,一线城市,家电零售,344.0,145.6,97.8,26,通过,47.8
RETL-202512-798678,零售行业,阜阳,三线及以下,家电零售,150.0,591.3,451.4,68,通过,139.89999999999998
RETL-202512-983150,零售行业,常州,三线及以下,服饰零售,361.0,465.3,281.2,47,拒绝,184.10000000000002
RETL-202512-655633,零售行业,上海,一线城市,综合商超,308.0,126.8,100.4,55,通过,26.39999999999999
RETL-202512-723394,零售行业,阜阳,三线及以下,综合商超,359.0,34.1,27.3,22,通过,6.800000000000001
RETL-202512-170584,零售行业,哈尔滨,二线城市,文具零售,387.0,150.6,114.2,53,通过,36.39999999999999
RETL-202512-718131,零售行业,唐山,三线及以下,文具零售,376.0,0.0,0.0,11,通过,0.0
RETL-202512-074684,零售行业,保定,三线及以下,综合商超,344.0,433.1,285.0,46,通过,148.10000000000002
RETL-202512-758696,零售行业,西安,新一线城市,便利店,330.0,214.6,129.0,20,通过,85.6
RETL-202512-790498,零售行业,长沙,二线城市,美妆零售,390.0,156.2,94.4,19,通过,61.79999999999998
RETL-202512-031761,零售行业,邯郸,三线及以下,综合商超,306.0,145.3,93.1,58,通过,52.20000000000002
RETL-202512-473227,零售行业,长沙,二线城市,便利店,330.0,137.4,92.6,49,通过,44.80000000000001
RETL-202512-083521,零售行业,济南,二线城市,文具零售,387.0,870.0,676.9,101,通过,193.10000000000002
RETL-202512-291541,零售行业,厦门,二线城市,综合商超,356.0,295.7,213.7,45,通过,82.0
RETL-202512-212801,零售行业,阜阳,三线及以下,家电零售,333.0,939.2,599.7,109,拒绝,339.5
RETL-202512-911825,零售行业,西安,新一线城市,文具零售,360.0,10.3,8.5,13,通过,1.8000000000000007
RETL-202512-724016,零售行业,唐山,三线及以下,便利店,308.0,362.2,234.3,39,通过,127.89999999999998
RETL-202512-291959,零售行业,常州,三线及以下,文具零售,389.0,308.7,253.1,27,拒绝,55.599999999999994
RETL-202512-290047,零售行业,哈尔滨,二线城市,生鲜零售,317.0,384.2,243.3,30,通过,140.89999999999998
RETL-202512-930630,零售行业,天津,新一线城市,便利店,388.0,69.9,42.3,31,通过,27.60000000000001
RETL-202512-004876,零售行业,厦门,二线城市,文具零售,335.0,912.0,564.2,107,通过,347.79999999999995
RETL-202512-991047,零售行业,大连,二线城市,美妆零售,394.0,335.1,248.7,36,通过,86.40000000000003
RETL-202512-785336,零售行业,广州,一线城市,综合商超,346.0,84.2,67.7,37,通过,16.5
RETL-202512-794026,零售行业,济南,二线城市,家电零售,379.0,183.0,122.7,55,通过,60.3
RETL-202512-931214,零售行业,杭州,新一线城市,便利店,311.0,51.9,33.9,22,通过,18.0
RETL-202512-667051,零售行业,青岛,二线城市,综合商超,323.0,181.3,146.8,21,通过,34.5
RETL-202512-923738,零售行业,深圳,一线城市,便利店,370.0,962.4,777.9,74,通过,184.5
RETL-202512-103466,零售行业,长沙,二线城市,家电零售,365.0,179.4,120.6,49,通过,58.80000000000001
RETL-202512-866915,零售行业,唐山,三线及以下,生鲜零售,383.0,152.2,125.1,20,拒绝,27.099999999999994
RETL-202512-531620,零售行业,唐山,三线及以下,生鲜零售,331.0,78.6,61.8,16,通过,16.799999999999997
RETL-202512-751187,零售行业,武汉,新一线城市,综合商超,386.0,304.1,211.0,29,通过,93.10000000000002
RETL-202512-167867,零售行业,青岛,二线城市,服饰零售,340.0,324.7,269.3,25,通过,55.39999999999998
RETL-202512-928083,零售行业,济南,二线城市,美妆零售,360.0,658.5,526.6,116,通过,131.89999999999998
RETL-202512-738208,零售行业,盐城,三线及以下,便利店,369.0,65.7,49.2,54,通过,16.5
RETL-202512-621652,零售行业,广州,一线城市,美妆零售,356.0,45.9,34.8,49,通过,11.100000000000001
RETL-202512-957952,零售行业,哈尔滨,二线城市,文具零售,396.0,920.1,768.8,100,通过,151.30000000000007
RETL-202512-770893,零售行业,唐山,三线及以下,家电零售,328.0,580.6,448.4,106,通过,132.20000000000005
RETL-202512-018580,零售行业,宁波,二线城市,服饰零售,383.0,495.5,310.4,36,通过,185.10000000000002
RETL-202512-564388,零售行业,潍坊,三线及以下,家电零售,302.0,123.9,90.5,15,通过,33.400000000000006
RETL-202512-616848,零售行业,盐城,三线及以下,便利店,303.0,739.6,515.3,112,通过,224.30000000000007
RETL-202512-470980,零售行业,杭州,新一线城市,服饰零售,392.0,55.2,45.7,7,通过,9.5
