企业ID,行业名称,所在城市,城市等级,零售品类,企业信用评分,月均营收（万元）,月均成本（万元）,员工人数,是否通过贷款,利润(万元)
RETL-202512-739888,零售行业,天津,新一线城市,家电零售,533.0,118.7,73.3,37,通过,45.400000000000006
RETL-202512-943940,零售行业,北京,一线城市,家电零售,464.0,192.9,123.6,36,通过,69.30000000000001
RETL-202512-298337,零售行业,常州,三线及以下,综合商超,443.0,728.0,474.8,83,通过,253.2
RETL-202512-634545,零售行业,武汉,新一线城市,服饰零售,539.0,190.6,160.7,41,通过,29.900000000000006
RETL-202512-143260,零售行业,武汉,新一线城市,综合商超,637.0,102.4,76.7,52,拒绝,25.700000000000003
RETL-202512-814091,零售行业,大连,二线城市,生鲜零售,468.0,342.7,214.2,14,拒绝,128.5
RETL-202512-736158,零售行业,邯郸,三线及以下,家电零售,486.0,437.1,288.7,16,拒绝,148.40000000000003
RETL-202512-162073,零售行业,潍坊,三线及以下,家电零售,650.0,196.7,163.5,59,通过,33.19999999999999
RETL-202512-350092,零售行业,阜阳,三线及以下,服饰零售,552.0,846.7,654.1,102,通过,192.60000000000002
RETL-202512-351414,零售行业,沈阳,二线城市,美妆零售,633.0,364.8,238.4,11,通过,126.4
RETL-202512-596803,零售行业,宁波,二线城市,生鲜零售,492.0,271.1,186.4,7,通过,84.70000000000002
RETL-202512-891215,零售行业,北京,一线城市,美妆零售,506.0,141.6,93.3,19,通过,48.3
RETL-202512-495344,零售行业,广州,一线城市,服饰零售,627.0,30.6,21.1,8,通过,9.5
RETL-202512-216946,零售行业,唐山,三线及以下,生鲜零售,437.0,265.9,202.0,21,通过,63.89999999999998
RETL-202512-563349,零售行业,厦门,二线城市,家电零售,682.0,124.4,98.1,5,通过,26.30000000000001
RETL-202512-379811,零售行业,保定,三线及以下,便利店,679.0,0.0,0.0,33,通过,0.0
RETL-202512-840529,零售行业,成都,新一线城市,家电零售,486.0,261.3,158.3,28,通过,103.0
RETL-202512-399322,零售行业,苏州,新一线城市,家电零售,458.0,175.5,135.3,25,拒绝,40.19999999999999
RETL-202512-885834,零售行业,济南,二线城市,综合商超,590.0,185.3,112.3,47,通过,73.00000000000001
RETL-202512-840362,零售行业,唐山,三线及以下,文具零售,460.0,375.5,247.3,51,通过,128.2
RETL-202512-711526,零售行业,宁波,二线城市,服饰零售,457.0,263.2,201.1,23,通过,62.099999999999994
RETL-202512-372727,零售行业,大连,二线城市,便利店,454.0,868.5,724.8,81,通过,143.70000000000005
RETL-202512-549699,零售行业,哈尔滨,二线城市,服饰零售,671.0,902.5,760.4,116,通过,142.10000000000002
RETL-202512-504089,零售行业,重庆,新一线城市,服饰零售,581.0,30.2,25.5,47,通过,4.699999999999999
RETL-202512-325965,零售行业,常州,三线及以下,综合商超,549.0,140.9,101.8,20,通过,39.10000000000001
RETL-202512-870995,零售行业,哈尔滨,二线城市,服饰零售,602.0,56.8,46.7,13,拒绝,10.099999999999994
RETL-202512-861761,零售行业,武汉,新一线城市,生鲜零售,699.0,329.8,238.1,27,通过,91.70000000000002
RETL-202512-421305,零售行业,大连,二线城市,便利店,680.0,386.5,324.0,48,拒绝,62.5
RETL-202512-453479,零售行业,邯郸,三线及以下,文具零售,491.0,287.9,215.7,6,拒绝,72.19999999999999
RETL-202512-470528,零售行业,哈尔滨,二线城市,便利店,648.0,114.0,92.1,40,通过,21.900000000000006
RETL-202512-851562,零售行业,广州,一线城市,生鲜零售,461.0,787.9,519.2,79,通过,268.69999999999993
RETL-202512-672372,零售行业,青岛,二线城市,美妆零售,444.0,728.2,455.0,109,通过,273.20000000000005
RETL-202512-318592,零售行业,阜阳,三线及以下,家电零售,680.0,192.8,136.5,47,通过,56.30000000000001
RETL-202512-974946,零售行业,青岛,二线城市,服饰零售,484.0,111.4,82.7,18,通过,28.700000000000003
RETL-202512-721195,零售行业,南京,新一线城市,文具零售,552.0,83.0,63.6,56,通过,19.4
RETL-202512-018538,零售行业,重庆,新一线城市,文具零售,691.0,59.5,36.2,49,通过,23.299999999999997
RETL-202512-753676,零售行业,成都,新一线城市,生鲜零售,433.0,134.6,96.9,48,通过,37.69999999999999
RETL-202512-754089,零售行业,济南,二线城市,生鲜零售,476.0,382.2,298.0,43,通过,84.19999999999999
RETL-202512-588861,零售行业,北京,一线城市,美妆零售,407.0,412.7,322.8,36,通过,89.89999999999998
RETL-202512-753481,零售行业,哈尔滨,二线城市,便利店,629.0,62.0,41.4,56,通过,20.6
RETL-202512-022354,零售行业,北京,一线城市,文具零售,568.0,287.5,198.4,51,通过,89.1
RETL-202512-226658,零售行业,广州,一线城市,综合商超,698.0,231.7,174.3,19,通过,57.39999999999998
RETL-202512-081960,零售行业,常州,三线及以下,家电零售,427.0,831.5,510.7,108,通过,320.8
RETL-202512-981252,零售行业,阜阳,三线及以下,家电零售,536.0,159.9,121.9,60,通过,38.0
RETL-202512-162879,零售行业,邯郸,三线及以下,服饰零售,532.0,337.3,281.2,32,通过,56.10000000000002
RETL-202512-374969,零售行业,天津,新一线城市,文具零售,545.0,134.4,91.8,36,通过,42.60000000000001
RETL-202512-326775,零售行业,邯郸,三线及以下,便利店,593.0,700.5,548.2,73,通过,152.29999999999995
RETL-202512-824785,零售行业,上海,一线城市,文具零售,550.0,73.1,46.3,51,通过,26.799999999999997
RETL-202512-916753,零售行业,厦门,二线城市,生鲜零售,427.0,297.0,244.3,5,通过,52.69999999999999
RETL-202512-293851,零售行业,深圳,一线城市,服饰零售,618.0,264.6,196.1,34,拒绝,68.50000000000003
RETL-202512-029968,零售行业,重庆,新一线城市,综合商超,431.0,890.1,684.3,102,通过,205.80000000000007
RETL-202512-620060,零售行业,青岛,二线城市,便利店,555.0,,,39,通过,
RETL-202512-288505,零售行业,济南,二线城市,生鲜零售,401.0,786.8,502.4,63,通过,284.4
RETL-202512-658254,零售行业,青岛,二线城市,美妆零售,586.0,44.5,32.0,9,通过,12.5
RETL-202512-915145,零售行业,盐城,三线及以下,文具零售,457.0,87.4,72.3,12,拒绝,15.100000000000009
RETL-202512-269669,零售行业,保定,三线及以下,美妆零售,686.0,358.8,265.5,37,通过,93.30000000000001
RETL-202512-705315,零售行业,南京,新一线城市,文具零售,487.0,248.7,194.6,15,通过,54.099999999999994
RETL-202512-721953,零售行业,成都,新一线城市,便利店,662.0,48.8,36.6,48,通过,12.199999999999996
RETL-202512-683161,零售行业,成都,新一线城市,家电零售,589.0,120.2,101.9,41,通过,18.299999999999997
RETL-202512-338684,零售行业,哈尔滨,二线城市,生鲜零售,510.0,278.7,209.1,6,通过,69.6
RETL-202512-537256,零售行业,沈阳,二线城市,生鲜零售,693.0,600.1,404.2,96,拒绝,195.90000000000003
RETL-202512-918233,零售行业,保定,三线及以下,综合商超,498.0,124.9,82.6,13,通过,42.30000000000001
RETL-202512-518920,零售行业,深圳,一线城市,便利店,495.0,80.4,58.5,48,通过,21.900000000000006
RETL-202512-366600,零售行业,上海,一线城市,美妆零售,497.0,117.1,81.6,11,通过,35.5
RETL-202512-899485,零售行业,沈阳,二线城市,家电零售,558.0,254.9,205.3,53,通过,49.599999999999994
RETL-202512-090804,零售行业,济南,二线城市,服饰零售,639.0,327.0,211.1,46,通过,115.9
RETL-202512-008881,零售行业,成都,新一线城市,便利店,620.0,352.5,292.1,8,通过,60.39999999999998
RETL-202512-516528,零售行业,哈尔滨,二线城市,文具零售,471.0,878.1,734.2,68,通过,143.89999999999998
RETL-202512-485937,零售行业,哈尔滨,二线城市,便利店,407.0,136.2,83.0,13,通过,53.19999999999999
RETL-202512-920260,零售行业,武汉,新一线城市,综合商超,648.0,134.6,113.2,46,拒绝,21.39999999999999
RETL-202512-453636,零售行业,北京,一线城市,综合商超,630.0,161.0,125.7,39,通过,35.3
RETL-202512-769678,零售行业,广州,一线城市,美妆零售,520.0,73.6,53.0,51,通过,20.599999999999994
RETL-202512-492302,零售行业,沈阳,二线城市,生鲜零售,412.0,232.0,161.2,28,通过,70.80000000000001
RETL-202512-751110,零售行业,宁波,二线城市,家电零售,676.0,176.1,124.8,45,通过,51.3
RETL-202512-342136,零售行业,深圳,一线城市,文具零售,424.0,219.1,254.1,8,通过,-35.0
RETL-202512-053363,零售行业,保定,三线及以下,服饰零售,608.0,295.5,236.0,28,拒绝,59.5
RETL-202512-147313,零售行业,哈尔滨,二线城市,家电零售,688.0,194.4,137.3,39,通过,57.099999999999994
RETL-202512-224206,零售行业,苏州,新一线城市,生鲜零售,668.0,376.2,238.4,300,通过,137.79999999999998
RETL-202512-620082,零售行业,北京,一线城市,综合商超,684.0,214.4,148.1,53,通过,66.30000000000001
RETL-202512-018227,零售行业,泉州,三线及以下,文具零售,501.0,197.9,156.4,7,通过,41.5
RETL-202512-026055,零售行业,沈阳,二线城市,服饰零售,602.0,345.3,222.7,39,通过,122.60000000000002
RETL-202512-128385,零售行业,沈阳,二线城市,便利店,570.0,359.7,265.7,54,通过,94.0
RETL-202512-413949,零售行业,济南,二线城市,服饰零售,440.0,159.5,131.4,38,通过,28.099999999999994
RETL-202512-406293,零售行业,深圳,一线城市,服饰零售,471.0,,,35,拒绝,
RETL-202512-219142,零售行业,重庆,新一线城市,家电零售,650.0,395.3,295.0,50,通过,100.30000000000001
RETL-202512-170340,零售行业,盐城,三线及以下,家电零售,402.0,296.6,251.4,28,通过,45.20000000000002
RETL-202512-525191,零售行业,宁波,二线城市,便利店,648.0,216.8,145.5,25,通过,71.30000000000001
RETL-202512-791741,零售行业,阜阳,三线及以下,便利店,400.0,900.1,556.6,87,通过,343.5
RETL-202512-778102,零售行业,西安,新一线城市,便利店,666.0,152.9,101.0,50,拒绝,51.900000000000006
RETL-202512-493343,零售行业,济南,二线城市,美妆零售,695.0,263.8,201.6,21,通过,62.20000000000002
RETL-202512-640316,零售行业,沈阳,二线城市,文具零售,515.0,113.3,70.7,55,通过,42.599999999999994
RETL-202512-334195,零售行业,泉州,三线及以下,综合商超,518.0,317.9,254.9,29,通过,62.99999999999997
RETL-202512-289227,零售行业,成都,新一线城市,生鲜零售,598.0,354.1,230.0,22,通过,124.10000000000002
RETL-202512-370830,零售行业,成都,新一线城市,服饰零售,612.0,24.6,18.8,31,通过,5.800000000000001
RETL-202512-078383,零售行业,成都,新一线城市,文具零售,546.0,193.5,127.8,44,通过,65.7
RETL-202512-785477,零售行业,常州,三线及以下,综合商超,572.0,331.1,245.8,53,通过,85.30000000000001
RETL-202512-135109,零售行业,北京,一线城市,便利店,674.0,510.8,424.8,62,通过,86.0
RETL-202512-531018,零售行业,广州,一线城市,文具零售,471.0,181.0,148.5,10,通过,32.5
RETL-202512-725467,零售行业,常州,三线及以下,便利店,551.0,127.3,95.2,20,通过,32.099999999999994
RETL-202512-082513,零售行业,哈尔滨,二线城市,服饰零售,636.0,692.0,441.4,83,通过,250.60000000000002
RETL-202512-787793,零售行业,上海,一线城市,文具零售,610.0,369.7,271.7,20,通过,98.0
RETL-202512-287241,零售行业,广州,一线城市,家电零售,448.0,803.6,663.5,101,通过,140.10000000000002
RETL-202512-706601,零售行业,厦门,二线城市,美妆零售,436.0,155.7,120.7,56,通过,34.999999999999986
RETL-202512-280564,零售行业,北京,一线城市,生鲜零售,622.0,36.8,26.2,59,拒绝,10.599999999999998
RETL-202512-655997,零售行业,阜阳,三线及以下,家电零售,503.0,155.9,99.6,40,通过,56.30000000000001
RETL-202512-330138,零售行业,成都,新一线城市,便利店,578.0,384.7,290.8,14,通过,93.89999999999998
RETL-202512-138086,零售行业,深圳,一线城市,服饰零售,688.0,173.3,143.3,24,通过,30.0
RETL-202512-963822,零售行业,宁波,二线城市,生鲜零售,495.0,204.4,165.2,36,通过,39.20000000000002
RETL-202512-063907,零售行业,武汉,新一线城市,家电零售,576.0,356.4,260.3,20,拒绝,96.09999999999997
RETL-202512-720609,零售行业,成都,新一线城市,便利店,686.0,94.8,76.0,41,通过,18.799999999999997
RETL-202512-107279,零售行业,天津,新一线城市,美妆零售,423.0,122.7,94.9,6,通过,27.799999999999997
RETL-202512-156848,零售行业,哈尔滨,二线城市,综合商超,416.0,297.7,252.6,17,通过,45.099999999999994
RETL-202512-562250,零售行业,大连,二线城市,便利店,401.0,292.9,248.2,7,通过,44.69999999999999
RETL-202512-540948,零售行业,深圳,一线城市,美妆零售,535.0,265.3,204.6,51,通过,60.70000000000002
RETL-202512-051192,零售行业,盐城,三线及以下,服饰零售,483.0,279.4,226.7,21,拒绝,52.69999999999999
RETL-202512-530382,零售行业,深圳,一线城市,家电零售,613.0,166.4,123.7,10,通过,42.7
RETL-202512-957003,零售行业,哈尔滨,二线城市,美妆零售,473.0,109.4,66.2,53,通过,43.2
RETL-202512-979246,零售行业,保定,三线及以下,综合商超,566.0,286.4,186.2,59,通过,100.19999999999999
RETL-202512-654779,零售行业,潍坊,三线及以下,综合商超,449.0,38.7,27.9,34,通过,10.800000000000004
RETL-202512-575248,零售行业,西安,新一线城市,生鲜零售,561.0,351.7,271.8,19,通过,79.89999999999998
RETL-202512-342425,零售行业,厦门,二线城市,美妆零售,663.0,612.6,491.9,117,通过,120.70000000000005
RETL-202512-296134,零售行业,青岛,二线城市,便利店,452.0,230.4,152.6,28,通过,77.80000000000001
RETL-202512-753028,零售行业,广州,一线城市,文具零售,530.0,989.5,667.5,117,通过,322.0
RETL-202512-483826,零售行业,沈阳,二线城市,美妆零售,459.0,115.2,71.0,54,通过,44.2
RETL-202512-277513,零售行业,杭州,新一线城市,服饰零售,486.0,,,22,通过,
RETL-202512-172029,零售行业,武汉,新一线城市,文具零售,556.0,306.8,187.5,47,拒绝,119.30000000000001
RETL-202512-691656,零售行业,武汉,新一线城市,生鲜零售,618.0,110.2,79.7,49,通过,30.5
RETL-202512-103220,零售行业,重庆,新一线城市,美妆零售,575.0,213.8,134.3,35,通过,79.5
RETL-202512-604875,零售行业,武汉,新一线城市,服饰零售,599.0,387.1,303.7,46,通过,83.40000000000003
RETL-202512-734920,零售行业,保定,三线及以下,便利店,470.0,38.6,28.5,9,通过,10.100000000000001
RETL-202512-050093,零售行业,盐城,三线及以下,美妆零售,476.0,131.3,80.5,15,通过,50.80000000000001
RETL-202512-242470,零售行业,苏州,新一线城市,美妆零售,516.0,53.8,44.5,51,通过,9.299999999999997
RETL-202512-110045,零售行业,西安,新一线城市,生鲜零售,502.0,364.3,293.9,24,通过,70.40000000000003
RETL-202512-317539,零售行业,泉州,三线及以下,生鲜零售,593.0,565.8,411.7,108,通过,154.09999999999997
RETL-202512-619353,零售行业,宁波,二线城市,文具零售,523.0,52.0,33.8,13,通过,18.200000000000003
RETL-202512-662149,零售行业,北京,一线城市,综合商超,601.0,13.6,9.5,11,通过,4.1
RETL-202512-006145,零售行业,大连,二线城市,美妆零售,556.0,100.5,81.4,59,通过,19.099999999999994
RETL-202512-750533,零售行业,宁波,二线城市,综合商超,416.0,317.8,249.1,20,通过,68.70000000000002
RETL-202512-406172,零售行业,阜阳,三线及以下,生鲜零售,435.0,192.5,143.9,33,通过,48.599999999999994
RETL-202512-452196,零售行业,阜阳,三线及以下,文具零售,426.0,201.9,161.3,41,通过,40.599999999999994
RETL-202512-953393,零售行业,厦门,二线城市,家电零售,462.0,16.4,11.2,45,通过,5.199999999999999
RETL-202512-781860,零售行业,常州,三线及以下,便利店,653.0,128.7,106.4,39,通过,22.299999999999983
RETL-202512-704541,零售行业,杭州,新一线城市,美妆零售,592.0,414.1,342.2,54,通过,71.90000000000003
RETL-202512-405140,零售行业,保定,三线及以下,美妆零售,692.0,90.1,59.9,27,通过,30.199999999999996
RETL-202512-965734,零售行业,武汉,新一线城市,便利店,410.0,352.2,280.1,7,通过,72.09999999999997
RETL-202512-529828,零售行业,武汉,新一线城市,便利店,400.0,398.7,303.4,21,通过,95.30000000000001
RETL-202512-401564,零售行业,上海,一线城市,生鲜零售,417.0,259.7,186.2,22,通过,73.5
RETL-202512-522943,零售行业,杭州,新一线城市,家电零售,457.0,311.7,230.5,47,通过,81.19999999999999
RETL-202512-384543,零售行业,宁波,二线城市,家电零售,668.0,247.8,157.2,10,通过,90.60000000000002
RETL-202512-234134,零售行业,济南,二线城市,综合商超,539.0,161.5,97.7,59,拒绝,63.8
RETL-202512-865174,零售行业,唐山,三线及以下,美妆零售,485.0,768.9,543.6,65,通过,225.29999999999995
RETL-202512-900690,零售行业,泉州,三线及以下,服饰零售,438.0,691.2,490.3,104,拒绝,200.90000000000003
RETL-202512-215231,零售行业,重庆,新一线城市,文具零售,518.0,199.9,121.8,52,通过,78.10000000000001
RETL-202512-658884,零售行业,潍坊,三线及以下,美妆零售,450.0,446.1,282.6,31,通过,163.5
RETL-202512-830553,零售行业,南京,新一线城市,综合商超,674.0,376.2,312.0,34,通过,64.19999999999999
RETL-202512-081053,零售行业,沈阳,二线城市,美妆零售,558.0,342.4,278.3,34,通过,64.09999999999997
RETL-202512-425048,零售行业,青岛,二线城市,服饰零售,414.0,79.9,63.2,44,通过,16.700000000000003
RETL-202512-916901,零售行业,天津,新一线城市,家电零售,640.0,37.9,26.5,200,通过,11.399999999999999
RETL-202512-343216,零售行业,厦门,二线城市,生鲜零售,522.0,254.1,178.4,18,通过,75.69999999999999
RETL-202512-246019,零售行业,北京,一线城市,服饰零售,609.0,128.2,79.6,12,拒绝,48.599999999999994
RETL-202512-840534,零售行业,广州,一线城市,家电零售,414.0,107.0,66.4,45,通过,40.599999999999994
RETL-202512-736878,零售行业,盐城,三线及以下,美妆零售,534.0,361.9,231.7,60,通过,130.2
RETL-202512-212252,零售行业,哈尔滨,二线城市,服饰零售,570.0,300.1,230.2,16,通过,69.90000000000003
RETL-202512-783212,零售行业,盐城,三线及以下,服饰零售,675.0,106.6,81.5,12,通过,25.099999999999994
RETL-202512-364461,零售行业,厦门,二线城市,生鲜零售,676.0,236.1,174.2,40,拒绝,61.900000000000006
RETL-202512-400906,零售行业,邯郸,三线及以下,生鲜零售,655.0,71.8,56.4,6,通过,15.399999999999999
RETL-202512-818949,零售行业,天津,新一线城市,生鲜零售,593.0,462.0,369.4,50,通过,92.60000000000002
RETL-202512-156940,零售行业,苏州,新一线城市,家电零售,629.0,277.8,225.4,39,通过,52.400000000000006
RETL-202512-438804,零售行业,宁波,二线城市,服饰零售,400.0,332.4,279.7,11,通过,52.69999999999999
RETL-202512-988241,零售行业,北京,一线城市,美妆零售,486.0,375.9,285.9,12,通过,90.0
RETL-202512-191707,零售行业,常州,三线及以下,生鲜零售,610.0,317.7,196.5,30,通过,121.19999999999999
RETL-202512-241619,零售行业,常州,三线及以下,美妆零售,494.0,839.2,622.3,83,通过,216.9000000000001
RETL-202512-051594,零售行业,唐山,三线及以下,家电零售,522.0,187.1,153.2,15,通过,33.900000000000006
RETL-202512-438120,零售行业,苏州,新一线城市,综合商超,442.0,357.7,281.5,12,拒绝,76.19999999999999
RETL-202512-155886,零售行业,天津,新一线城市,美妆零售,655.0,320.0,207.8,32,通过,112.19999999999999
RETL-202512-116919,零售行业,潍坊,三线及以下,文具零售,538.0,395.7,298.4,47,通过,97.30000000000001
RETL-202512-978037,零售行业,保定,三线及以下,服饰零售,482.0,250.1,194.1,40,通过,56.0
RETL-202512-406633,零售行业,深圳,一线城市,便利店,550.0,112.7,87.5,8,拒绝,25.200000000000003
RETL-202512-431294,零售行业,宁波,二线城市,家电零售,525.0,206.8,125.7,53,通过,81.10000000000001
RETL-202512-168750,零售行业,潍坊,三线及以下,服饰零售,439.0,336.6,277.2,19,通过,59.400000000000034
RETL-202512-150451,零售行业,苏州,新一线城市,文具零售,645.0,707.1,560.6,112,拒绝,146.5
RETL-202512-568000,零售行业,上海,一线城市,文具零售,577.0,805.9,618.1,82,通过,187.79999999999995
RETL-202512-107171,零售行业,泉州,三线及以下,服饰零售,638.0,276.0,195.4,14,通过,80.6
RETL-202512-073480,零售行业,潍坊,三线及以下,便利店,406.0,95.9,71.8,58,通过,24.10000000000001
RETL-202512-098797,零售行业,泉州,三线及以下,综合商超,565.0,367.9,264.9,28,通过,103.0
RETL-202512-752952,零售行业,沈阳,二线城市,文具零售,516.0,216.2,169.0,49,通过,47.19999999999999
RETL-202512-607054,零售行业,潍坊,三线及以下,服饰零售,653.0,353.6,254.4,29,通过,99.20000000000002
RETL-202512-137778,零售行业,泉州,三线及以下,便利店,604.0,331.0,202.7,20,拒绝,128.3
RETL-202512-577050,零售行业,青岛,二线城市,家电零售,590.0,41.0,28.6,32,通过,12.399999999999999
RETL-202512-677277,零售行业,南京,新一线城市,服饰零售,453.0,227.3,177.3,29,通过,50.0
RETL-202512-363243,零售行业,常州,三线及以下,美妆零售,599.0,136.8,99.5,38,通过,37.30000000000001
RETL-202512-997251,零售行业,苏州,新一线城市,服饰零售,691.0,757.1,585.3,78,通过,171.80000000000007
RETL-202512-847034,零售行业,沈阳,二线城市,综合商超,629.0,797.3,627.8,91,通过,169.5
RETL-202512-867403,零售行业,济南,二线城市,生鲜零售,696.0,928.7,732.8,104,通过,195.9000000000001
RETL-202512-589979,零售行业,大连,二线城市,美妆零售,520.0,295.4,230.8,55,通过,64.59999999999997
RETL-202512-218721,零售行业,大连,二线城市,便利店,569.0,400.8,293.6,58,通过,107.19999999999999
RETL-202512-688675,零售行业,盐城,三线及以下,便利店,474.0,245.0,169.7,19,通过,75.30000000000001
RETL-202512-256167,零售行业,天津,新一线城市,家电零售,598.0,333.9,215.6,20,拒绝,118.29999999999998
RETL-202512-666578,零售行业,大连,二线城市,文具零售,696.0,91.8,73.8,20,通过,18.0
RETL-202512-954360,零售行业,长沙,二线城市,美妆零售,666.0,933.6,592.3,71,通过,341.30000000000007
RETL-202512-631648,零售行业,北京,一线城市,家电零售,492.0,296.7,210.9,56,拒绝,85.79999999999998
RETL-202512-557346,零售行业,宁波,二线城市,生鲜零售,524.0,348.4,282.7,47,通过,65.69999999999999
RETL-202512-835878,零售行业,天津,新一线城市,文具零售,619.0,21.7,15.2,16,拒绝,6.5
RETL-202512-252110,零售行业,长沙,二线城市,家电零售,613.0,170.2,120.7,12,通过,49.499999999999986
RETL-202512-407709,零售行业,保定,三线及以下,文具零售,657.0,213.0,161.0,47,通过,52.0
RETL-202512-956193,零售行业,大连,二线城市,综合商超,428.0,377.2,271.6,46,通过,105.59999999999997
RETL-202512-401668,零售行业,深圳,一线城市,服饰零售,436.0,204.5,124.6,35,通过,79.9
RETL-202512-937610,零售行业,潍坊,三线及以下,综合商超,660.0,328.0,256.1,7,通过,71.89999999999998
RETL-202512-815158,零售行业,潍坊,三线及以下,服饰零售,672.0,266.7,176.6,55,通过,90.1
RETL-202512-372267,零售行业,唐山,三线及以下,综合商超,551.0,319.3,253.0,51,拒绝,66.30000000000001
RETL-202512-854423,零售行业,保定,三线及以下,综合商超,423.0,95.1,68.3,6,通过,26.799999999999997
RETL-202512-723951,零售行业,厦门,二线城市,综合商超,585.0,287.0,228.2,41,拒绝,58.80000000000001
RETL-202512-714884,零售行业,哈尔滨,二线城市,便利店,634.0,212.4,134.4,11,通过,78.0
RETL-202512-834938,零售行业,泉州,三线及以下,文具零售,510.0,445.3,339.9,30,拒绝,105.40000000000003
RETL-202512-870213,零售行业,沈阳,二线城市,美妆零售,638.0,251.3,177.2,22,通过,74.10000000000002
RETL-202512-249885,零售行业,青岛,二线城市,家电零售,686.0,197.3,163.7,45,通过,33.60000000000002
RETL-202512-302359,零售行业,长沙,二线城市,生鲜零售,436.0,134.0,108.9,43,通过,25.099999999999994
RETL-202512-991841,零售行业,西安,新一线城市,服饰零售,449.0,101.1,76.1,10,通过,25.0
RETL-202512-817892,零售行业,盐城,三线及以下,美妆零售,645.0,162.6,100.5,17,通过,62.099999999999994
RETL-202512-933607,零售行业,常州,三线及以下,综合商超,471.0,336.3,247.4,13,通过,88.9
RETL-202512-922273,零售行业,长沙,二线城市,文具零售,449.0,145.1,103.1,17,通过,42.0
RETL-202512-634843,零售行业,盐城,三线及以下,美妆零售,404.0,389.3,283.3,38,通过,106.0
RETL-202512-374466,零售行业,沈阳,二线城市,服饰零售,538.0,801.6,616.5,98,通过,185.10000000000002
RETL-202512-900949,零售行业,常州,三线及以下,家电零售,456.0,168.6,130.0,37,拒绝,38.599999999999994
RETL-202512-188673,零售行业,青岛,二线城市,生鲜零售,676.0,391.6,248.9,46,拒绝,142.70000000000002
RETL-202512-601068,零售行业,邯郸,三线及以下,服饰零售,661.0,180.4,131.1,18,通过,49.30000000000001
RETL-202512-703783,零售行业,常州,三线及以下,便利店,675.0,79.9,64.0,56,通过,15.900000000000006
RETL-202512-216484,零售行业,广州,一线城市,文具零售,577.0,67.2,44.1,17,通过,23.1
RETL-202512-747442,零售行业,杭州,新一线城市,生鲜零售,465.0,394.7,274.3,34,通过,120.39999999999998
RETL-202512-522239,零售行业,唐山,三线及以下,服饰零售,555.0,378.4,279.5,18,通过,98.89999999999998
RETL-202512-227353,零售行业,宁波,二线城市,生鲜零售,646.0,23.9,15.2,60,通过,8.7
RETL-202512-421236,零售行业,广州,一线城市,文具零售,640.0,975.0,769.3,66,通过,205.70000000000005
RETL-202512-711827,零售行业,天津,新一线城市,综合商超,492.0,5000.0,3342.7,116,通过,1657.3000000000002
RETL-202512-754710,零售行业,保定,三线及以下,文具零售,425.0,251.4,195.9,37,拒绝,55.5
RETL-202512-482518,零售行业,盐城,三线及以下,生鲜零售,441.0,362.7,283.0,52,通过,79.69999999999999
RETL-202512-100191,零售行业,沈阳,二线城市,生鲜零售,419.0,335.6,273.8,7,拒绝,61.80000000000001
RETL-202512-588646,零售行业,济南,二线城市,家电零售,450.0,109.6,80.5,42,通过,29.099999999999994
RETL-202512-446234,零售行业,大连,二线城市,家电零售,524.0,187.2,120.7,55,通过,66.49999999999999
RETL-202512-017353,零售行业,深圳,一线城市,家电零售,496.0,646.5,431.6,107,通过,214.89999999999998
RETL-202512-725759,零售行业,杭州,新一线城市,服饰零售,429.0,91.3,61.3,8,通过,30.0
RETL-202512-180652,零售行业,济南,二线城市,文具零售,640.0,387.4,316.5,40,通过,70.89999999999998
RETL-202512-262020,零售行业,南京,新一线城市,服饰零售,696.0,323.3,215.3,20,拒绝,108.0
RETL-202512-412571,零售行业,哈尔滨,二线城市,服饰零售,508.0,134.4,107.7,49,通过,26.700000000000003
RETL-202512-126266,零售行业,南京,新一线城市,文具零售,553.0,584.5,360.3,81,通过,224.2
RETL-202512-350762,零售行业,哈尔滨,二线城市,美妆零售,644.0,811.3,620.0,96,通过,191.29999999999995
RETL-202512-251261,零售行业,潍坊,三线及以下,生鲜零售,671.0,913.2,594.7,73,通过,318.5
RETL-202512-557350,零售行业,宁波,二线城市,综合商超,535.0,405.8,299.0,56,通过,106.80000000000001
RETL-202512-189665,零售行业,济南,二线城市,生鲜零售,485.0,663.4,427.0,87,通过,236.39999999999998
RETL-202512-166113,零售行业,厦门,二线城市,家电零售,580.0,164.1,101.7,57,通过,62.39999999999999
RETL-202512-464282,零售行业,阜阳,三线及以下,综合商超,681.0,278.6,182.2,32,通过,96.40000000000003
RETL-202512-245905,零售行业,唐山,三线及以下,美妆零售,406.0,348.0,253.1,13,通过,94.9
RETL-202512-272676,零售行业,广州,一线城市,生鲜零售,455.0,721.9,554.6,114,通过,167.29999999999995
RETL-202512-753484,零售行业,哈尔滨,二线城市,服饰零售,520.0,165.1,116.2,15,通过,48.89999999999999
RETL-202512-608263,零售行业,成都,新一线城市,便利店,458.0,261.7,210.5,10,通过,51.19999999999999
RETL-202512-553692,零售行业,苏州,新一线城市,服饰零售,423.0,578.2,381.7,92,通过,196.50000000000006
RETL-202512-778491,零售行业,唐山,三线及以下,文具零售,421.0,288.4,182.1,49,通过,106.29999999999998
RETL-202512-758550,零售行业,沈阳,二线城市,家电零售,466.0,363.8,305.1,6,通过,58.69999999999999
